	Estimate	Std..Error	z.value	Pr...z..
chr18_55021542	18.530892502764	5.31937282426262	3.48366115987232	0.000494605240242122
chr5_172656055	48.9649660123505	14.224394896554	3.44232330221743	0.000576740510835984
chr3_187388148	51.278394798139	14.9252828567456	3.43567323248171	0.000591083434207665
chr1_170637723	54.8844638775894	16.0188088100367	3.42625126053077	0.000611973990469361
chr5_140753655	21.2014640672814	6.19163943741539	3.42420844779224	0.000616593061767199
chr6_10425625	27.9635302430433	8.17132630248459	3.42215317414759	0.000621273030271253
chr15_89950796	119.932484102029	35.2997369148496	3.3975461174493	0.00067993126529684
chr19_58716004	12.2657322754921	3.61630226823926	3.3917884528674	0.00069438029714268
chr5_72715996	81.1322416928329	23.9647355366063	3.38548454118773	0.000710527114644828
chr4_111542366	86.0467909625635	25.5182826439994	3.37196637261942	0.000746335603214412
chr2_176948343	66.5288363419539	19.7589851194208	3.36701687560682	0.000759860383096647
chr1_110611218	41.7630851620086	12.4263479662981	3.36084948492313	0.000777031571729434
chr3_147125926	24.9993464786939	7.44337827579872	3.35860217664556	0.00078337754474639
chr2_63284784	23.0718011975119	6.89266160530751	3.34729927547089	0.000816030605469163
chr5_95768418	55.5038279230726	16.6045337696823	3.34269114044113	0.000829701918485772
chr4_147561775	36.0766360545062	10.7956538512272	3.34177406497756	0.000832447902212877
chr17_48041891	35.4415452698223	10.6675863686048	3.32235840847078	0.000892599600406857
chr10_28035719	122.302556576889	36.9431468130826	3.31056142011102	0.000931090159757526
chr12_130388234	80.3880637541792	24.3070435237247	3.30719215916642	0.000942362243947903
chr2_172952415	39.8906284695287	12.0690301430384	3.30520580334603	0.000949066827609484
chr13_79170959	58.2218962206277	17.662816148787	3.2962974720555	0.000979682219844007
chr15_76630260	173.902832124781	52.7855527965816	3.29451569437847	0.000985914389410077
chr3_169378758	32.2725184488091	9.81762533659693	3.28720208220898	0.00101188192210045
chr3_170137552	100.153398218577	30.6119880108961	3.27170513012512	0.00106901006821477
chr1_91182128	29.2850793874051	9.01712703023451	3.24771729279314	0.00116334796888743
chr7_35296213	49.9840107564032	15.3974093330328	3.24626108686804	0.00116931547880953
chr10_22623548	33.5869590505345	10.3481167119746	3.24570740603153	0.00117159186758845
chr7_155167401	160.754618706387	49.5619975051249	3.24350564542449	0.0011806847087068
chr3_147140880	36.0322523495647	11.1110905919031	3.24290870023347	0.00118316118749452
chr8_24772333	78.8574690543439	24.3326874780469	3.24080392375439	0.00119193138023741
chr5_135266516	65.2146575952616	20.1337412509077	3.23907299604943	0.00119918878294022
chr4_175135997	110.528202385748	34.2112190138233	3.23075896071077	0.00123462008198666
chr7_54609953	65.1246822337314	20.1698682999208	3.22881048429984	0.00124306241320264
chr7_35294658	19.469544264538	6.04113684673499	3.22282788132181	0.00126931800552515
chr2_182549565	23.0484664658224	7.15208258077298	3.22262308992123	0.00127022576193166
chr3_147125924	21.4096906163173	6.65702193280516	3.21610636594307	0.00129942660738891
chr7_27253143	15.971657811558	4.96882173174108	3.21437529334778	0.001307286866012
chr3_27765232	110.483459887286	34.4572706687793	3.20639034209381	0.00134411523369363
chr1_50883013	40.389891281979	12.6208269633711	3.20025711462496	0.00137305041216215
chr1_47900320	16.8927160536118	5.29501125292674	3.19030786653656	0.00142121306067963
chr6_50785757	43.7125278194341	13.7056710363179	3.1893752377102	0.00142580669595508
chr7_27225772	32.6486238794146	10.2605853225885	3.18194555699851	0.00146289314948447
chr13_112722233	125.508575297435	39.600535567923	3.16936560320407	0.00152772093021985
chr12_54338743	104.127141527659	32.8625493757152	3.16856554058484	0.00153193204535041
chr10_22624374	77.3246692285437	24.4502302410497	3.16253337764986	0.00156402804997395
chr1_197887649	107.074459739737	33.9887489950073	3.15029128478561	0.00163107752233962
chr8_24772344	65.2608795152356	20.7228796959669	3.149218664235	0.00163707651113705
chr15_89949617	196.893641428316	62.5969460690421	3.14541928628833	0.00165848951237105
chr14_95240560	14.9374415337727	4.74908137864208	3.14533282182749	0.00165897980486558
chr10_28035731	47.20436532893	15.0160143024584	3.14360151622936	0.00166882520104209
chr5_115298720	85.6891816539566	27.3152405217692	3.13704657243145	0.00170659016460097
chr2_73147030	62.1617804122032	19.8291320455155	3.13487147443054	0.00171929420254018
chr5_2755540	26.7687936681461	8.57018969334098	3.1234773821804	0.00178727601322639
chr1_119548825	29.263741072633	9.37863992186586	3.12025424970266	0.00180695002039777
chr19_38183262	102.105443763537	32.7315529010302	3.11948058414068	0.0018117020043516
chr8_65281572	58.7791949143943	18.8781094265941	3.11361660143736	0.00184809469176032
chr8_99961545	58.2301598463964	18.7199470430943	3.11059426142325	0.00186711293129633
chr5_140753542	10.6001063880929	3.40835714242686	3.11003393868087	0.00187065848664189
chr1_75602846	50.9420130105607	16.3847898162119	3.10910384460082	0.00187655750145591
chr2_162283856	40.8006905047124	13.1988907083121	3.09122117959639	0.00199335091374156
chr2_176937704	42.0293699970319	13.6155161056512	3.08687306973163	0.00202273948373726
chr1_75599667	46.5942376554793	15.111206505613	3.08342273253775	0.00204634242488826
chr11_64739714	32.8597137836123	10.6601293043492	3.08248735502728	0.00205278451641559
chr8_97172012	40.5279722359401	13.169347529972	3.07744724206745	0.00208781792450051
chr8_97171126	81.9904225437977	26.6696084769828	3.07430169492588	0.00210995941814176
chr6_10421460	173.005485460785	56.2810714702542	3.07395507834675	0.00211241237758262
chr7_27142437	25.2001849698188	8.2058710511761	3.07099451266748	0.00213347071760264
chr7_27253521	10.5869894211313	3.45166772395854	3.06720990193969	0.00216067074028422
chr5_140753531	11.635436853458	3.79568975444062	3.0654341124286	0.00217354261689124
chr16_12997592	45.6465649376373	14.892306720862	3.06511044885295	0.00217589626435316
chr7_19158123	53.8801354806594	17.5835187694664	3.06424079202062	0.00218223189444478
chr7_136553882	74.5082318175235	24.3646579917746	3.05804546251694	0.00222785774219207
chr4_147559579	33.7649848069801	11.050631043841	3.05548024117581	0.00224700407914651
chr5_140797234	61.860504282337	20.2548519274339	3.05410794924405	0.0022573084007764
chr16_49312033	63.5294584064141	20.8565626385351	3.04601767354681	0.00231894203934965
chr8_23564008	42.2288139668793	13.9240221281489	3.03280284807285	0.00242293839347298
chr10_22634602	36.5911851696216	12.0865667039127	3.02742590729063	0.0024664617095344
chr8_77593362	72.0151772888359	23.7967081229427	3.0262663607411	0.00247594085950978
chr15_60295294	27.0482278842208	8.95216155340538	3.02141865099963	0.00251593234326751
chr14_60977856	72.2881567884923	24.0128648838012	3.01039285142761	0.00260909985974778
chr18_905252	42.4837548432287	14.1665442121012	2.99887920491849	0.00270974716933359
chr12_22094461	69.6616721194871	23.2454880225863	2.99678251761377	0.00272845288407281
chr12_52995295	22.4905650708257	7.52315893050435	2.98951082631428	0.00279424545098098
chr8_99961768	29.7527130693732	9.97137485286684	2.98381251416088	0.00284681151249659
chr7_121956890	42.9385635906082	14.4144230983649	2.97886105448639	0.00289321942118882
chr6_100050506	56.6532910737672	19.0534787934349	2.97338305975326	0.00294536615822302
chr8_85096037	28.7077746199706	9.68912138857617	2.96288729066994	0.0030476814146174
chr20_25061762	21.8868164868979	7.39582871085279	2.95934605067052	0.0030829269535032
chr5_140772512	18.4280138569451	6.23002631988156	2.957935153201	0.00309707269279809
chr15_76635357	56.3218606819257	19.0596891310848	2.95502514729211	0.00312643566201238
chr12_25056083	218.172580860844	74.0321109390031	2.94699932358544	0.00320873905340335
chr2_162275468	174.680832363417	59.4472301132889	2.93841835911492	0.0032989153026024
chr5_178368183	44.1088881726496	15.0351739089729	2.93371320077154	0.00334933536959317
chr13_112726058	74.9292043382867	25.5710788062523	2.93023242804938	0.00338708553225942
chr2_45231891	43.1104503205824	14.7783214538538	2.91714119598747	0.00353255820234054
chr2_175199670	146.261174580535	50.1699142771962	2.91531641398509	0.00355328091389079
chr12_85673347	66.3583503737264	22.7634738247092	2.91512406606834	0.00355547169890507
chr21_38083099	35.5406470377551	12.192900838908	2.91486394479185	0.00355843635670595
chr11_32454975	30.8843204329827	10.6086590942882	2.91123695827036	0.00360000884906085
chr2_119602901	32.1251853665884	11.0403902952744	2.90978710964038	0.00361675023056291
chr2_177017352	50.1324104001196	17.2615230562567	2.90428661693027	0.00368091018983761
chr13_79169823	23.2376206580783	8.01408737019574	2.8995966208827	0.00373643166511701
chr10_22634199	51.1296163178379	17.6337690131889	2.89952852844995	0.00373724333885011
chr19_18811575	66.5106575776422	23.0505971745219	2.88542015089993	0.00390891606160316
chr5_140782510	15.4011257010016	5.34063770865645	2.88376155454965	0.00392956170336027
chr2_162283434	51.7551852900313	17.9886137048828	2.8771080495204	0.00401338146923043
chr10_102590168	53.0901949534967	18.459437645076	2.87604617075961	0.00402690804178152
chr1_197887714	53.3515934450334	18.690481139828	2.85447940295904	0.00431074268559356
chr1_91192451	44.6606209419527	15.6480545097334	2.85406859454463	0.00431632105006786
chr1_248020692	39.399338962859	13.8302670335908	2.84877644568729	0.00438877067036686
chr14_61109207	64.8435528128728	22.7624484551729	2.84870728825908	0.00438972469003661
chr2_172952948	27.3459658202517	9.60146663319906	2.8481029893597	0.00439806893253803
chr20_21498294	47.3422409067846	16.6260460811756	2.84747441909153	0.00440676356900243
chr17_56234476	65.4676918925061	22.9937934144553	2.84718970517275	0.00441070697027365
chr11_64739484	65.3896549394335	22.9941447884759	2.84375242223426	0.00445856772963228
chr11_44325960	42.330872165034	14.8906293776341	2.84278596233249	0.00447210922744741
chr10_23484326	66.5897008825394	23.4349253050727	2.84147271713836	0.00449056941085373
chr14_29243504	42.7240228574182	15.0554784194056	2.83777251491055	0.00454295476909946
chr8_99961376	49.4024372650214	17.4707212701843	2.82772740180636	0.00468797069264939
chr15_76627594	72.9642898041829	25.80340325468	2.8277002488402	0.00468836830100063
chr3_22413680	40.2542448850708	14.246198627219	2.82561305920307	0.00471902311657814
chr12_114882879	31.0657295178347	11.0003176241206	2.82407568393445	0.00474171865462186
chr3_170137633	44.0157081470125	15.5868845542758	2.82389389577779	0.00474440882800175
chr7_136553884	90.1130584138402	32.023399668123	2.81397538511632	0.00489329750925976
chr8_65291542	51.9276455137952	18.4619719522208	2.81268142147453	0.00491302999212995
chr3_27765546	79.8242709214084	28.4165859816504	2.80907322832355	0.00496843439899596
chr6_10425648	28.7529947548037	10.2417379509927	2.80743316147985	0.00499380417879879
chr8_99951730	58.7056566135146	20.9248679002591	2.80554490921244	0.00502315810385735
chr8_50822381	50.0122665868028	17.842752849112	2.80294565584882	0.00506382011592557
chr5_87955859	38.3496343212533	13.7322967134579	2.79265989669958	0.00522766238123139
chr6_27258466	50.6508233987385	18.1455338497861	2.79136584341031	0.00524861106556835
chr9_96715256	96.5575658183153	34.6529702624486	2.78641527947026	0.00532945471725108
chr11_44325823	61.6621295203203	22.1330938973825	2.78596972507367	0.00533678558370347
chr10_22623910	13.2273431968856	4.74870675070309	2.78546220924827	0.00534514701724396
chr14_57271015	78.7232824031516	28.2826926740291	2.78344368799935	0.00537851981566397
chr3_62364032	86.0420624763015	30.9163026999909	2.78306443403813	0.00538481108697655
chr7_158936538	62.8029635999596	22.581862382562	2.78112418435677	0.00541710107705315
chr4_147561900	40.5637421591236	14.5925980214461	2.77974779401919	0.00544011309703919
chr2_172957583	22.2485570138502	8.00552392922998	2.77915064779404	0.0054501242701277
chr10_94180753	24.9095007053744	8.97933525331237	2.77409184562806	0.00553560474930942
chr4_111544463	57.8287534045297	20.8584021924152	2.77244406695533	0.0055637079992682
chr14_60952196	105.21189424271	38.0543095290017	2.76478263683978	0.00569607375226672
chr1_212687842	18.376967108464	6.65378313945142	2.76188248449274	0.00574691592085663
chr15_76629838	45.7384131124856	16.5711992248488	2.76011485299749	0.00577810439089258
chr3_187388225	32.7022997892966	11.8641533229936	2.75639558078849	0.00584422693971488
chr14_99584667	63.024986750818	22.897064673403	2.75253564811856	0.00591357078160381
chr3_147140118	48.9052938696926	17.7686710145474	2.75233267753414	0.00591723759431081
chr3_169378764	33.30309904102	12.1036189408825	2.75149929981123	0.00593231466393178
chr11_31825756	33.3201437333996	12.1253055896583	2.74798383323374	0.00599629656317124
chr19_52956683	43.5235622883782	15.8515857096615	2.74569138290378	0.00603835366219559
chr10_94180383	55.5763839032656	20.2427894333325	2.74549039233454	0.00604205365910744
chr7_35295198	17.148017399629	6.25069429454031	2.74337802995853	0.00608106344370455
chr7_129425451	43.7984230799056	15.989209877222	2.73924874438607	0.00615797632877139
chr5_33936402	53.9974291564715	19.7504327872318	2.73398713527835	0.00625724891187833
chr10_22634038	30.2850705498384	11.1459373312057	2.71713985552817	0.00658487761761289
chr6_101846797	32.858314344664	12.1056259883449	2.71430113372901	0.00664157630410533
chr1_110611823	131.603662659629	48.6036086455844	2.70769324185942	0.00677526143622405
chr6_101847058	26.6147396996301	9.84384992301413	2.70369214359993	0.0068573788876614
chr1_217311608	36.8237914929724	13.6614113941858	2.69546025886054	0.00702914622020949
chr7_121941496	16.6513990496344	6.17824819836762	2.69516512043558	0.00703537573162995
chr2_176965729	120.21974870318	44.6816448803519	2.69058466905377	0.00713269328137141
chr19_56879613	160.224528429604	59.5966733612979	2.68848107440933	0.00717779043618967
chr5_140800586	29.384426923971	10.9638184274772	2.68012710337563	0.00735942099889363
chr5_170739853	58.0525106100235	21.6907041167992	2.67637741483286	0.00744227853845793
chr2_71134630	113.864215039256	42.5647390933679	2.67508311960961	0.00747107246389763
chr5_134374868	44.0999481553192	16.5491844560902	2.66478074930697	0.00770385315190017
chr2_119603133	35.4360340157371	13.2981890825062	2.66472628685611	0.00770510080526807
chr7_39649359	44.8448309310567	16.833503934275	2.6640223631485	0.0077212429491087
chr1_119543336	57.0162386318068	21.4067570576016	2.66346922508564	0.00773394858326152
chr11_64739343	32.0269345854884	12.0307202126847	2.66209620199798	0.0077655680654983
chr1_217309906	49.1352615593387	18.5055275582693	2.65516675515594	0.00792692120678446
chr5_76932016	17.4653325156367	6.58049207547024	2.6541073699855	0.00795185200596707
chr4_37246827	127.165627388518	48.2166934443311	2.63737760316017	0.00835497705927352
chr5_140743808	9.45733010708991	3.59548610089395	2.63033421398529	0.00853009631382881
chr1_75596724	32.3248947102109	12.29169030406	2.62981688527686	0.008543087075798
chr8_23567548	96.2032927183024	36.5961423236498	2.62878234179705	0.00856911880657092
chr14_61109317	52.1278270825199	19.8820460467575	2.62185425785297	0.00874528201933924
chr7_27142275	16.0811461744121	6.13623184789534	2.62068751198307	0.00877526567132423
chr4_113432595	25.6580978757327	9.79499716721643	2.61951049476662	0.00880560631917485
chr13_28550046	62.3575721080252	23.8690402412098	2.61248761901893	0.00898859479674285
chr1_63786083	136.278121337987	52.1775147052844	2.61181702708016	0.0090062441597079
chr1_91192025	81.1893128101095	31.1167535647317	2.6091832697525	0.00907586204889449
chr2_71131629	25.5237868676588	9.79329247803483	2.60625187340269	0.00915391203086142
chr7_96642708	36.3696911363651	13.9611058298205	2.60507237604922	0.00918548543370175
chr21_38069416	38.8298826822233	14.9103318641197	2.6042265883876	0.00920818572357741
chr14_99584812	25.6446289674937	9.85243759307792	2.60287149502078	0.00924465976886156
chr20_21686293	32.7222782126147	12.5940877782244	2.59822535691649	0.00937069725996038
chr7_53286906	31.3531496562771	12.077152694868	2.59607131319952	0.00942964917864662
chr10_112404738	22.4668446587482	8.67065552410873	2.59113565246355	0.00956597759185142
chr3_147140124	35.4064421621353	13.6732454785472	2.58946877079672	0.00961241412162558
chr1_224805631	50.0689834039106	19.3682314466518	2.58510868903139	0.00973483044980091
chr3_157813417	21.2425893937926	8.22400405793271	2.58299840857963	0.00979457747860359
chr3_147141219	51.9783622359836	20.1282226571395	2.58236224436571	0.00981265278350507
chr19_58446758	42.7934123312632	16.5783958222466	2.581275823674	0.00984358994091128
chr8_54791763	53.7729151575759	20.8975588030817	2.57316730936277	0.0100772479485193
chr10_124909415	260.800004687334	101.56122379093	2.5679092369368	0.0102313941295995
chr7_64349450	35.7977478420865	13.9408280636539	2.56783511557806	0.0102335819999429
chr5_178368185	28.1488632641734	10.9639959391265	2.56739088745193	0.0102467031922788
chr1_65731107	31.6758946818847	12.3450797521241	2.56587201686037	0.0102916793708555
chr5_140753536	7.95588615837253	3.10145177988721	2.56521355900683	0.0103112318945088
chr5_95768997	38.3640446680458	14.9764421395046	2.56162607318128	0.0104183420683833
chr11_31845529	27.2253570334253	10.6374787838927	2.55938061889722	0.0104858864073286
chr1_248020697	44.3954932488741	17.3477645023416	2.55914779353165	0.0104929121483271
chr1_179545294	42.085161896101	16.4540737034078	2.55773510285083	0.0105356313811302
chr13_112723477	48.7521154840198	19.0865660661071	2.55426331353502	0.010641274947137
chr5_140614000	15.6869299573157	6.14153829762789	2.55423465540785	0.0106421508954303
chr1_75597304	44.9318538428205	17.5948259144057	2.55369698236302	0.0106585970003128
chr4_13533145	98.5885574991874	38.64291180787	2.55127144634864	0.0107330695042691
chr6_100050791	56.2000234036177	22.1191050159427	2.54079102039213	0.0110602005423086
chr14_33402443	59.1341524879783	23.2798671821252	2.54014131718856	0.0110807686193288
chr1_119532093	22.4972114119183	8.88782504505381	2.53123922870628	0.011366029800264
chr8_23564031	104.905479870835	41.4443739447867	2.53123572358923	0.0113661433914891
chr10_102899285	112.262937343209	44.3904089613099	2.52899083315622	0.0114391014820913
chr1_110610452	35.5802618527014	14.0726120630942	2.52833387953694	0.0114605307041956
chr5_72529127	50.899431910098	20.1615651904448	2.524577404051	0.0115837492018816
chr5_178368415	27.8770054152086	11.0492094887179	2.52298641307084	0.0116362896866939
chr7_27225543	38.6102936166929	15.3113271284292	2.52168171268469	0.0116795334563817
chr11_31846819	34.6429074004926	13.7568059131569	2.51823770860651	0.0117943692090222
chr11_20617974	35.8574337219036	14.2416284599177	2.51779028099368	0.0118093613513419
chr18_76741157	76.5908206473043	30.448603458913	2.51541325206114	0.0118892931949352
chr5_54518667	31.4885612607541	12.5431740191968	2.51041412744192	0.01205896477311
chr6_101846805	57.9880287618195	23.1030651540344	2.50997122568791	0.0120740999711174
chr11_31820658	90.3078842728457	35.9876198665711	2.50941531025598	0.0120931209923412
chr3_147110378	46.7102370555645	18.7000441255068	2.49786774523446	0.0124942797851853
chr7_54609968	37.0921594783383	14.8643815664189	2.49537186008032	0.0125825191787731
chr7_70597774	120.838817692802	48.5065135676143	2.4911874469057	0.0127316930415172
chr10_23480002	23.5303299796429	9.44697373536624	2.49077965481723	0.0127463141550365
chr7_27225123	71.1187370830602	28.5556823160242	2.49052837526322	0.0127553310138816
chr5_140811312	9.51045902414298	3.824139935411	2.48695371633174	0.0128842160047381
chr2_119611362	48.3387166570447	19.4378007296506	2.48684083808455	0.0128883045506975
chr5_134363324	38.6729318155517	15.5567754635144	2.4859220926761	0.0129216250061695
chr2_63281383	100.888179621681	40.6105618718443	2.48428425935244	0.0129812139369317
chr11_31821298	38.4178530802868	15.4725182912181	2.48297351195196	0.0130290775506062
chr1_217311531	55.6396779678583	22.440965441918	2.4793798694564	0.0131611055644908
chr2_175193754	39.7180067894819	16.0251044566693	2.47848660811394	0.0131941064043698
chr1_110611712	80.3627799848562	32.4302863309408	2.47801635683322	0.0132115088488062
chr10_28035655	33.5381679937479	13.5678517137335	2.47188491600333	0.0134402775367037
chr2_63284768	23.8634829768316	9.65453456893148	2.47173831182135	0.0134457900389052
chr2_119607573	53.0843976690118	21.5073366256126	2.46819950759476	0.0135794611330558
chr3_147141132	22.5867552687204	9.15527510159298	2.46707554039423	0.0136221616612193
chr2_237078166	34.9224124269254	14.1563467033607	2.46690852934782	0.0136285166730076
chr1_119531093	34.8148881011498	14.1237348869776	2.46499161728459	0.0137016457028618
chr4_13539213	19.5648307211301	7.95237602408389	2.46024969919402	0.0138840380522132
chr20_21686273	108.255192094977	44.018880610942	2.45928998176449	0.0139212122125013
chr1_180204499	34.9400919678538	14.2123759217501	2.45842722991747	0.0139547054343312
chr18_44777799	56.8580051124664	23.1373688191027	2.45741015570981	0.0139942810069555
chr1_46956496	123.291463870753	50.1892462209625	2.45653149138666	0.01402855061626
chr6_10426099	59.8011994465398	24.3682914225625	2.45405795628208	0.0141254213513347
chr14_57276527	60.7622262644328	24.8325144137203	2.44688174753906	0.0144098108097393
chr3_147074073	44.0625653936219	18.0941402608554	2.43518425072377	0.0148842085179725
chr10_23488272	47.9733502830395	19.7061314243281	2.43443775188743	0.014914945006921
chr11_31819678	23.1943556844576	9.54964367034076	2.42881896803066	0.0151480939274462
chr13_100624855	38.3936038789046	15.8185868186293	2.42711971171084	0.0152192330657673
chr2_63281139	88.147215713066	36.332732510875	2.42611027636532	0.0152616320786087
chr1_50885369	73.3718063492227	30.2642723784605	2.42437040718159	0.0153349554286806
chr5_140753449	18.9479179100124	7.82135231652996	2.42258846593153	0.015410373101973
chr3_187388128	44.4611536002898	18.3565029684627	2.42209279603397	0.0154314094501481
chr4_113442419	27.9952863498495	11.558338608201	2.42208567328059	0.0154317119256104
chr19_58220516	19.0544642074772	7.86783486351244	2.42181801448876	0.0154430821301767
chr3_147110595	47.8809357485383	19.7911273894608	2.41931320062322	0.0155498450520714
chr10_26507383	21.493973284409	8.89795208270646	2.41560901706623	0.0157089192045574
chr5_140772182	8.69709066748744	3.60149596696157	2.41485503448302	0.0157414733644717
chr2_119606055	33.7750503788624	13.9919378634375	2.41389367995411	0.0157830671313972
chr10_120355260	14.6107239890034	6.07683332207008	2.40433186408776	0.0162020574046502
chr5_145722730	43.8963037967888	18.2586748029524	2.40413415927047	0.0162108228345499
chr6_50817400	28.9947915315285	12.0832787239678	2.39957979898418	0.0164139017506121
chr15_89920887	34.3573422512292	14.3251818404882	2.39838786228339	0.0164674178195014
chr1_235814419	59.5348743105323	24.8378800991847	2.39693863054305	0.0165326924466186
chr5_170735186	30.1937315241644	12.5989883640319	2.39652031192938	0.0165515760873719
chr4_174439925	28.3238113654623	11.8276482900338	2.39471200621755	0.016633424304164
chr2_223167400	56.6561551956987	23.6913090982659	2.391432020945	0.0167827915702809
chr5_170740905	27.8242291426964	11.6376754737472	2.39087515418896	0.0168082673188415
chr11_20618001	28.9929005195649	12.1338827649787	2.38941656855671	0.016875156212945
chr2_172952883	49.1794153186706	20.5824111420888	2.3893903867319	0.0168763590098732
chr12_101603453	41.4777738142433	17.3905991397851	2.38506870757277	0.0170759318231534
chr9_19788257	42.2056934773253	17.7143141422354	2.38257564692816	0.0171919993538426
chr5_87968658	55.7581159641438	23.4230541222406	2.38048017449614	0.0172900913935696
chr6_26240782	35.414732194222	14.8776387907312	2.38040005489885	0.0172938516289749
chr4_175138488	68.4201721160646	28.7602337316622	2.3789852598013	0.0173603701524078
chr18_56931575	23.1620037300498	9.75446235530517	2.37450336947097	0.017572575824325
chr6_10417385	29.9622734298669	12.6306675919756	2.37218446386018	0.0176832598632134
chr1_197884134	16.4272053398536	6.93609914227529	2.36836368726772	0.0178669629576595
chr20_21686282	30.2928230253145	12.7924378604803	2.36802580991214	0.0178832882970079
chr4_85402870	35.9732271277801	15.2063786192737	2.36566693678039	0.0179976273443754
chr19_38183055	39.2878972719161	16.6093400604161	2.36540989160359	0.0180101254179719
chr14_61108227	12.8108649579131	5.44024138125875	2.35483392373831	0.0185309856621133
chr1_165324679	20.5835752457245	8.74516469962955	2.35370927280494	0.0185871419968307
chr19_38183130	105.881968182445	45.0034496785349	2.35275226541015	0.0186350447228126
chr10_50604518	25.3793617555316	10.7932996523577	2.35139971769315	0.0187029302965415
chr7_121939827	31.754307250354	13.5306214302354	2.34684766062525	0.018932993946037
chr2_114033360	25.1671939615907	10.7298776762536	2.34552477865506	0.0190003156064549
chr1_3567930	89.5146093327618	38.2002840204671	2.34329695781323	0.0191141628525516
chr7_19147157	110.447248249644	47.1465373018799	2.34263754180819	0.0191479748456287
chr4_113441703	44.8652951243223	19.1585742454102	2.34178673995381	0.0191916775152122
chr13_100627366	27.4610819709987	11.7440068573868	2.33830602318884	0.0193713787906458
chr15_60286540	43.5104765277508	18.6398150339648	2.33427619579205	0.0195812643473961
chr11_31845639	29.7654170509888	12.766158153402	2.33158767840086	0.0197223926520549
chr2_63285739	54.4319829869668	23.3549797647301	2.33063712901041	0.019772501941958
chr12_114838825	36.3065838490815	15.5847882445299	2.32961675702105	0.0198264156942252
chr2_119600627	51.0153835643583	21.9057717422855	2.32885579949148	0.0198667061850625
chr11_32454748	28.2935462118807	12.1513831016781	2.3284218738831	0.0198897132738441
chr6_100050918	46.4348801327059	19.9532637593125	2.32718219399241	0.0199555703083243
chr1_179544721	24.7190663809122	10.6242705426105	2.32666010167683	0.0199833629724466
chr3_79815848	29.8416208780347	12.8263180271559	2.32659293297219	0.01998694103192
chr6_28227220	10.3852454731863	4.47146041385931	2.32256232013085	0.0202026768879278
chr7_157476887	34.4800493085206	14.8514389802539	2.32166387071074	0.0202510417999237
chr9_96723033	105.803410904746	45.5742208040403	2.32156269571078	0.0202564945289451
chr2_74743437	138.017402407887	59.4559962535771	2.32133697363759	0.0202686642193451
chr2_175204996	65.8995640813198	28.4448552794332	2.31674808797385	0.0205174583717941
chr8_65498812	24.4592095814439	10.568468496436	2.31435705085295	0.020648144741474
chr7_158936632	105.762601843458	45.7088199636752	2.31383356488983	0.0206768534458905
chr8_99952217	52.5393469808984	22.7647990928193	2.30792052091823	0.02100355747417
chr1_110611465	93.0282213629601	40.4293310746518	2.30100817624674	0.0213911689306148
